name,distance,bikestop,local_address,postcode,category1,category1name,category2,category2name,category3,category3name,rating
Spacca Napoli,642,Ravenswood Ave & Lawrence Ave,1769 W Sunnyside Ave,60640.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.6
Winnemac Park,744,Ravenswood Ave & Lawrence Ave,5001 N Leavitt St,60625.0,16037,Playground,,,,,4.5
Chicago Magic Lounge,730,Ravenswood Ave & Lawrence Ave,5050 N Clark St,60640.0,10039,Music Venue,10043.0,Theater,13009.0,Cocktail Bar,4.4
Wolcott Tap,842,Ravenswood Ave & Lawrence Ave,1834 W Montrose Ave,60613.0,13003,Bar,13068.0,American Restaurant,,,4.3
Munno Pizzeria & Bistro,613,Ravenswood Ave & Lawrence Ave,4656 N Clark St,60640.0,10000,Arts and Entertainment,13064.0,Pizzeria,13236.0,Italian Restaurant,3.95
O'Shaughnessy's Public House,438,Ravenswood Ave & Lawrence Ave,4557 N Ravenswood Ave,60640.0,13018,Pub,13068.0,American Restaurant,,,3.8
SoFo Tap,653,Ravenswood Ave & Lawrence Ave,4923 N Clark St,60640.0,13011,Gay Bar,13065.0,Restaurant,,,3.9
ORD Pizzeria,913,Ravenswood Ave & Lawrence Ave,1607 W Montrose Ave,60613.0,13064,Pizzeria,,,,,4.05
Simon's Tavern,948,Ravenswood Ave & Lawrence Ave,5210 N Clark St,60640.0,13003,Bar,13303.0,Mexican Restaurant,,,4.0
Nob's Wine Bar,50,Ravenswood Ave & Lawrence Ave,1840 W Lawrence Ave,60640.0,13025,Wine Bar,13387.0,Winery,,,3.35
Himmel's,989,Ravenswood Ave & Lawrence Ave,2251 W Lawrence Ave,60625.0,13064,Pizzeria,13236.0,Italian Restaurant,13310.0,Modern European Restaurant,3.75
Jet's Pizza,754,Ravenswood Ave & Lawrence Ave,5058 N Clark St,60640.0,13064,Pizzeria,,,,,3.65
Fat Chris's Pizza and Such,806,Ravenswood Ave & Lawrence Ave,1706 W Foster Ave,60640.0,13064,Pizzeria,,,,,3.6
Giordano's,947,Ravenswood Ave & Lawrence Ave,2010 W Montrose Ave,60618.0,13064,Pizzeria,,,,,3.65
Oakwood 83,918,Ravenswood Ave & Lawrence Ave,1959 W Montrose Ave,60613.0,13010,Dive Bar,13026.0,BBQ Joint,13068.0,American Restaurant,3.55
Chase Park,483,Ravenswood Ave & Lawrence Ave,4701 N Ashland Ave,60640.0,16037,Playground,,,,,3.4
Essanay Studios,958,Ravenswood Ave & Lawrence Ave,1345 W Argyle St,60640.0,16026,Monument,,,,,3.55
Meeting House Tavern,697,Ravenswood Ave & Lawrence Ave,5025 N Clark St,60640.0,13006,Beer Bar,13011.0,Gay Bar,13015.0,Karaoke Bar,3.4
Konak Restaurant,899,Ravenswood Ave & Lawrence Ave,5150 N Clark St,60640.0,13003,Bar,13064.0,Pizzeria,,,3.45
Gio's Sports Bar,435,Ravenswood Ave & Lawrence Ave,4857 N Damen Ave,60625.0,13010,Dive Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.2
Cinco,78,Ravenswood Ave & Lawrence Ave,1758 W Lawrence Ave,60640.0,13009,Cocktail Bar,13303.0,Mexican Restaurant,,,
Cultivate,193,Ravenswood Ave & Lawrence Ave,4710 N Ravenswood Ave,60640.0,13006,Beer Bar,,,,,
McPherson Playground,312,Ravenswood Ave & Lawrence Ave,,60640.0,16037,Playground,,,,,
Big Joe's,790,Ravenswood Ave & Lawrence Ave,1818 W Foster Ave,60640.0,13010,Dive Bar,13016.0,Lounge,13026.0,BBQ Joint,3.0
Chase Park Bumble Bee,478,Ravenswood Ave & Lawrence Ave,,60640.0,16032,Park,,,,,
O Shauchnessys,526,Ravenswood Ave & Lawrence Ave,4557 N Ravenswood Ave,60640.0,13010,Dive Bar,,,,,
Stepdad Martini Lounge,552,Ravenswood Ave & Lawrence Ave,4536 N Wolcott Ave,60640.0,13016,Lounge,,,,,
Vogle Playlot Park,625,Ravenswood Ave & Lawrence Ave,2100 W Lawrence Ave,60625.0,16037,Playground,,,,,
Clark's On Clark,658,Ravenswood Ave & Lawrence Ave,5001 N Clark St,60640.0,13003,Bar,,,,,
Max's Place,705,Ravenswood Ave & Lawrence Ave,4621 N Clark St,60640.0,13010,Dive Bar,,,,,
Borelli's,721,Ravenswood Ave & Lawrence Ave,2124 W Lawrence Ave,60625.0,13064,Pizzeria,13236.0,Italian Restaurant,,,
Murder Zone,750,Ravenswood Ave & Lawrence Ave,,60640.0,16030,Other Great Outdoors,,,,,
The Ravenswood Tavern,860,Ravenswood Ave & Lawrence Ave,1829 W Montrose Ave,60613.0,13003,Bar,,,,,
Essanay Historic Marker Plaque,867,Ravenswood Ave & Lawrence Ave,,60640.0,16020,Historic and Protected Site,,,,,
Montrose Metra Community Garden,878,Ravenswood Ave & Lawrence Ave,,60613.0,16017,Garden,,,,,
North Center Garden Walk,887,Ravenswood Ave & Lawrence Ave,,60613.0,16017,Garden,,,,,
Gooseberry Park,949,Ravenswood Ave & Lawrence Ave,4648 N Malden St,60640.0,16037,Playground,,,,,
Andersonville Park,966,Ravenswood Ave & Lawrence Ave,5208 N Ashland Ave,60640.0,16032,Park,,,,,
Andersonville Playlot Park,973,Ravenswood Ave & Lawrence Ave,5233 N Ashland Ave,60640.0,16037,Playground,,,,,
Neighborhood Nights,978,Ravenswood Ave & Lawrence Ave,1400 W Winona St,60640.0,16032,Park,,,,,
Swedish Water Tower,991,Ravenswood Ave & Lawrence Ave,5211 N Clark St,60640.0,16026,Monument,,,,,
Andersonville People Spot,1007,Ravenswood Ave & Lawrence Ave,5228 N Clark St,60640.0,16032,Park,,,,,
Cinco Mexican Kitchen,76,Ravenswood Ave & Lawrence Ave,1758 W Lawrence Ave,60640.0,13009,Cocktail Bar,13306.0,Taco Restaurant,,,
Fox Pub,441,Ravenswood Ave & Lawrence Ave,4709 N Damen Ave,60625.0,13003,Bar,13338.0,Seafood Restaurant,,,
Wilson Beach,452,Ravenswood Ave & Lawrence Ave,1770 W Wilson Ave,60640.0,16000,Landmarks and Outdoors,,,,,
Winnemac Gardens,793,Ravenswood Ave & Lawrence Ave,1441 W Winnemac Ave,60640.0,16028,Nature Preserve,,,,,
Giordanos Lincoln Square,949,Ravenswood Ave & Lawrence Ave,2010 W Montrose Ave,60618.0,13064,Pizzeria,,,,,
Medici on 57th,529,Lake Park Ave & 56th St,1327 E 57th St,60637.0,13002,Bakery,13064.0,Pizzeria,13068.0,American Restaurant,4.25
The Promontory,658,Lake Park Ave & 56th St,5311 S Lake Park Ave,60615.0,10039,Music Venue,13003.0,Bar,13068.0,American Restaurant,4.35
Promontory Point,957,Lake Park Ave & 56th St,5491 S Shore Dr,60615.0,16037,Playground,,,,,4.7
Osaka Garden,830,Lake Park Ave & 56th St,6401 S Stony Island Ave,60637.0,16032,Park,,,,,4.4
Nichols Park,787,Lake Park Ave & 56th St,1355 E 53rd St,60615.0,16037,Playground,,,,,4.1
The Sit Down Cafe & Sushi Bar,894,Lake Park Ave & 56th St,1312 E 53rd St,60615.0,13064,Pizzeria,13068.0,American Restaurant,13276.0,Sushi Restaurant,4.2
Mesler,756,Lake Park Ave & 56th St,,60615.0,13003,Bar,,,,,4.0
Pizza Capri,703,Lake Park Ave & 56th St,1501 E 53rd St,60615.0,13064,Pizzeria,13236.0,Italian Restaurant,,,3.95
Giordano's,687,Lake Park Ave & 56th St,5311 S Blackstone Ave,60615.0,13064,Pizzeria,,,,,3.85
The Cove Lounge,535,Lake Park Ave & 56th St,1750 E 55th St,60615.0,13010,Dive Bar,13031.0,Burger Joint,13303.0,Mexican Restaurant,3.75
The University of Chicago Pub,856,Lake Park Ave & 56th St,1212 E 59th St,60637.0,13018,Pub,,,,,3.9
57th Street Beach,707,Lake Park Ave & 56th St,5700 S Lake Shore Dr,60637.0,16003,Beach,,,,,3.75
Ja' Grill Hyde Park,794,Lake Park Ave & 56th St,1510 E Harper Ct,60615.0,13009,Cocktail Bar,13097.0,Caribbean Restaurant,,,3.75
Midway Plaisance Park,924,Lake Park Ave & 56th St,1130 Midway,60637.0,16032,Park,,,,,3.8
Harold Washington Park,891,Lake Park Ave & 56th St,5200 S Hyde Park Blvd,60615.0,16037,Playground,,,,,3.75
The Obamas' First Kiss Boulder,789,Lake Park Ave & 56th St,Dorchester Ave,60615.0,16026,Monument,,,,,3.65
Pockets,900,Lake Park Ave & 56th St,1307 E 53rd St,60615.0,13064,Pizzeria,13068.0,American Restaurant,13334.0,Sandwich Restaurant,3.7
Te'amo Boba Bar,945,Lake Park Ave & 56th St,1115 E 55th St,60615.0,13016,Lounge,13033.0,Bubble Tea Shop,13065.0,Restaurant,3.7
Nella Pizza e Pasta,924,Lake Park Ave & 56th St,1125 E 55th St,60615.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,3.6
Papa John's Pizza,806,Lake Park Ave & 56th St,1418 E 53rd St,60615.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.4
Falcon Inn,719,Lake Park Ave & 56th St,1601 E 53rd St,60615.0,13010,Dive Bar,13022.0,Sports Bar,13065.0,Restaurant,3.3
Hyde Park Historical Society,120,Lake Park Ave & 56th St,5529 S Lake Park Ave,60637.0,16026,Monument,,,,,
University of Chicago,610,Lake Park Ave & 56th St,,60637.0,16032,Park,,,,,3.05
Dickerson Playlot,184,Lake Park Ave & 56th St,,60637.0,16037,Playground,,,,,
Crysakais Playground,234,Lake Park Ave & 56th St,,60637.0,16037,Playground,,,,,
Courtyard at Hyde Park Shopping Center,245,Lake Park Ave & 56th St,5450 S Lake Park Ave,60615.0,16041,Plaza,,,,,
Woodlawn Tap,770,Lake Park Ave & 56th St,1172 E 55th St,60615.0,13010,Dive Bar,13068.0,American Restaurant,,,3.05
The Central,388,Lake Park Ave & 56th St,,60615.0,16032,Park,,,,,
Bixler Park,447,Lake Park Ave & 56th St,5641 S Kenwood Ave,60637.0,16032,Park,,,,,
Cherry Blossoms,462,Lake Park Ave & 56th St,,60637.0,16032,Park,,,,,
The Captain's Landing,522,Lake Park Ave & 56th St,1521 E 54th St,60615.0,13018,Pub,,,,,
Spruce Park,547,Lake Park Ave & 56th St,1437 E 54th St,60615.0,16032,Park,,,,,
57th Street Beach,557,Lake Park Ave & 56th St,,60637.0,16000,Landmarks and Outdoors,,,,,
Reynolds Club,903,Lake Park Ave & 56th St,5706 S University Ave,60637.0,10039,Music Venue,13003.0,Bar,13065.0,Restaurant,2.95
55th and Lake Park,649,Lake Park Ave & 56th St,,60637.0,16000,Landmarks and Outdoors,,,,,
Giodarno's,686,Lake Park Ave & 56th St,5311 S Blackstone Ave,60615.0,13064,Pizzeria,,,,,
Darrow Bridge,693,Lake Park Ave & 56th St,,60637.0,16006,Bridge,,,,,
Leona's Restaurant,956,Lake Park Ave & 56th St,1236 E 53rd St,60615.0,13064,Pizzeria,13236.0,Italian Restaurant,,,2.9
Bike and Roll Chicago,702,Lake Park Ave & 56th St,6300 South Lakeshore Drive,60637.0,16019,Hiking Trail,,,,,
Reggies On The Beach,719,Lake Park Ave & 56th St,6259 Lake Shore Drive,60686.0,13009,Cocktail Bar,13065.0,Restaurant,,,
Masaryk Memorial,727,Lake Park Ave & 56th St,,60637.0,16000,Landmarks and Outdoors,,,,,
Burnham Park,734,Lake Park Ave & 56th St,425 E McFetridge Dr,60605.0,16032,Park,,,,,
Lil' Kickers,736,Lake Park Ave & 56th St,,60637.0,16032,Park,,,,,
55th & Greenwood Benches,743,Lake Park Ave & 56th St,,60637.0,16032,Park,,,,,
Nichols Park Natural Area,762,Lake Park Ave & 56th St,,60615.0,16028,Nature Preserve,,,,,
14 Parish,762,Lake Park Ave & 56th St,1644 E 53rd St,60615.0,13009,Cocktail Bar,13097.0,Caribbean Restaurant,,,
Bibliophile,776,Lake Park Ave & 56th St,1644 E 53rd St,60615.0,13009,Cocktail Bar,13040.0,Dessert Shop,13354.0,Theme Restaurant,
Lakefront Trail Burnham Park,780,Lake Park Ave & 56th St,,60615.0,16032,Park,,,,,
South Lawn,784,Lake Park Ave & 56th St,,60615.0,16026,Monument,,,,,
The David Wallach Fountain,807,Lake Park Ave & 56th St,,60615.0,16032,Park,,,,,
The Loyalist,244,Ada St & Washington Blvd,175 N Ada St,60607.0,13009,Cocktail Bar,13068.0,American Restaurant,,,4.55
Kaiser Tiger,207,Ada St & Washington Blvd,1415 W Randolph St,60607.0,13007,Beer Garden,13057.0,Gastropub,13068.0,American Restaurant,4.2
Lou Malnati's Pizzeria,291,Ada St & Washington Blvd,1235 W Randolph St,60607.0,13064,Pizzeria,,,,,4.2
Union Park,370,Ada St & Washington Blvd,1501 W Randolph St,60607.0,16037,Playground,,,,,4.3
Skinner Bark Park,244,Ada St & Washington Blvd,17 S Loomis St,60607.0,16032,Park,,,,,4.1
Bottom Lounge,268,Ada St & Washington Blvd,1375 W Lake St,60607.0,10039,Music Venue,13009.0,Cocktail Bar,13068.0,American Restaurant,4.1
Skinner Dog Park,240,Ada St & Washington Blvd,1331 W Monroe St,60607.0,16033,Dog Park,,,,,4.05
Forno Rosso Pizzeria Napoletana,602,Ada St & Washington Blvd,1048 W Randolph St,60607.0,13064,Pizzeria,,,,,4.5
Chicago Antique Market Randolph Street,50,Ada St & Washington Blvd,1340 W Washington Blvd,60607.0,16041,Plaza,,,,,3.85
Brooklyn Boulders,803,Ada St & Washington Blvd,100 S Morgan St,60607.0,16044,Rock Climbing Spot,,,,,4.55
The CrossRoads Bar & Grill,494,Ada St & Washington Blvd,1120 W Madison St,60607.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,4.05
TST* Coalfire - Grand,910,Ada St & Washington Blvd,1321 W Grand Ave,60642.0,13064,Pizzeria,,,,,4.55
Bonci,890,Ada St & Washington Blvd,161 N Sangamon St,60607.0,13064,Pizzeria,,,,,4.45
The Aviary,862,Ada St & Washington Blvd,955 N Morgan St,60607.0,13009,Cocktail Bar,,,,,4.4
Mary Bartelme Park,957,Ada St & Washington Blvd,115 S Sangamon St,60607.0,16037,Playground,,,,,4.5
Third Rail Tavern,476,Ada St & Washington Blvd,1133 W Madison St,60607.0,13003,Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.95
Rose Mary,950,Ada St & Washington Blvd,932 W Fulton St,60607.0,13009,Cocktail Bar,13236.0,Italian Restaurant,13310.0,Modern European Restaurant,4.3
Twisted Spoke,966,Ada St & Washington Blvd,501 N Ogden Ave,60642.0,13003,Bar,13031.0,Burger Joint,13068.0,American Restaurant,4.15
Federales,789,Ada St & Washington Blvd,180 N Morgan St,60607.0,13016,Lounge,13306.0,Taco Restaurant,,,3.95
All Rise Brewing Co.,600,Ada St & Washington Blvd,235 N Ashland Ave,60607.0,13003,Bar,13029.0,Brewery,13065.0,Restaurant,3.85
Mary Bartelme Dog Park,948,Ada St & Washington Blvd,115 S Sangamon St,60607.0,16033,Dog Park,,,,,4.05
Black Barrel Tavern,591,Ada St & Washington Blvd,1061 W Madison St,60607.0,13009,Cocktail Bar,13068.0,American Restaurant,,,3.8
Billy Goat Tavern & Grill,422,Ada St & Washington Blvd,1535 W Madison St,60607.0,13003,Bar,13065.0,Restaurant,,,3.7
Eleven Eleven,531,Ada St & Washington Blvd,1111 W Lake St,60607.0,13009,Cocktail Bar,13025.0,Wine Bar,13314.0,New American Restaurant,3.75
Cobra Lounge,612,Ada St & Washington Blvd,235 N Ashland Ave,60607.0,10039,Music Venue,13016.0,Lounge,13068.0,American Restaurant,3.75
Stelios Bottles & Bites,831,Ada St & Washington Blvd,25 S Morgan St,60607.0,13025,Wine Bar,13068.0,American Restaurant,,,3.75
The Darling,945,Ada St & Washington Blvd,905 W Randolph St,60607.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,3.7
Salerno's Restaurant & Pizzeria,967,Ada St & Washington Blvd,1201 W Grand Ave,60642.0,13064,Pizzeria,13236.0,Italian Restaurant,,,3.7
Great Central Brewing Company,945,Ada St & Washington Blvd,221 N Wood St,60612.0,13003,Bar,13029.0,Brewery,,,3.6
District Brew Yards,867,Ada St & Washington Blvd,417 N Ashland Ave,60622.0,13003,Bar,13029.0,Brewery,13065.0,Restaurant,3.45
Jameson Bartenders Ball,305,Ada St & Washington Blvd,1336 W Lake St,60607.0,13003,Bar,,,,,
Union Park Fieldhouse,316,Ada St & Washington Blvd,1501 W Randolph St,60607.0,16032,Park,,,,,
Transit Nightclub,349,Ada St & Washington Blvd,1431 W Lake St,60607.0,10032,Night Club,13009.0,Cocktail Bar,13016.0,Lounge,2.75
Tribe Supper Club,392,Ada St & Washington Blvd,1239 W Lake St,60607.0,13016,Lounge,13097.0,Caribbean Restaurant,,,
After,453,Ada St & Washington Blvd,1338 W Fulton St,60607.0,13009,Cocktail Bar,,,,,
Chicago Beer Company,457,Ada St & Washington Blvd,1140 W Randolph St,60607.0,13003,Bar,13029.0,Brewery,,,
Gioia Ristorante E Pastificio,461,Ada St & Washington Blvd,1133 W Randolph St,60607.0,13009,Cocktail Bar,13236.0,Italian Restaurant,,,
Bunker,503,Ada St & Washington Blvd,1515 W Monroe St,60607.0,13021,Speakeasy,,,,,
City View Bar,632,Ada St & Washington Blvd,110 N Carpenter St,60607.0,13003,Bar,,,,,
Macallan Scotch Tasting,666,Ada St & Washington Blvd,1040 W Randolph St,60607.0,13003,Bar,,,,,
1650 Ogden Rooftop,679,Ada St & Washington Blvd,1650 W Ogden Ave,60612.0,13007,Beer Garden,,,,,
Clifford,680,Ada St & Washington Blvd,1140 W Jackson Blvd,60607.0,16018,Harbor / Marina,,,,,
Nancy's Pizzeria,698,Ada St & Washington Blvd,1000 W Washington Blvd,60607.0,13064,Pizzeria,,,,,
Nights & Weekends,767,Ada St & Washington Blvd,1009 W Lake St,60607.0,13003,Bar,,,,,
Google 7th Floor Rooftop Deck,842,Ada St & Washington Blvd,,60607.0,16045,Roof Deck,,,,,
1000 W Adams Rooftop,873,Ada St & Washington Blvd,1000 W Adams St,60607.0,16045,Roof Deck,,,,,
Google 6th Floor Rooftop Deck,874,Ada St & Washington Blvd,320 N Morgan St,60607.0,16045,Roof Deck,,,,,
11th Floor Rooftop Deck,887,Ada St & Washington Blvd,,60607.0,16045,Roof Deck,,,,,
ORDCamp,921,Ada St & Washington Blvd,20 W Kinzie St,60654.0,16008,Campground,,,,,
Miller park,937,Ada St & Washington Blvd,,60607.0,16037,Playground,,,,,
A.J. Hudson's Public House,14,Ashland Ave & Grace St,3801 N Ashland Ave,60613.0,13022,Sports Bar,13031.0,Burger Joint,13057.0,Gastropub,4.05
The Long Room,430,Ashland Ave & Grace St,1612 W Irving Park Rd,60613.0,13003,Bar,,,,,4.35
Begyle Brewing,696,Ashland Ave & Grace St,1800 W Cuyler Ave,60613.0,13006,Beer Bar,13029.0,Brewery,13065.0,Restaurant,4.55
Ella Elli,739,Ashland Ave & Grace St,1349 W Cornelia Ave,60657.0,13025,Wine Bar,13068.0,American Restaurant,13302.0,Mediterranean Restaurant,4.65
Corridor Brewery & Provisions,760,Ashland Ave & Grace St,3446 N Southport Ave,60657.0,13003,Bar,13029.0,Brewery,13068.0,American Restaurant,4.5
Keenan O'Reilly's Pub,257,Ashland Ave & Grace St,3916 N Ashland Ave,60613.0,13010,Dive Bar,13065.0,Restaurant,,,3.95
Guthrie's Tavern,698,Ashland Ave & Grace St,1300 W Addison St,60613.0,13022,Sports Bar,13065.0,Restaurant,,,4.4
Ten Cat Tavern,313,Ashland Ave & Grace St,3931 N Ashland Ave,60613.0,13010,Dive Bar,13303.0,Mexican Restaurant,,,3.95
Dovetail Brewery,768,Ashland Ave & Grace St,1800 W Belle Plaine Ave,60613.0,13003,Bar,13029.0,Brewery,13065.0,Restaurant,4.4
Toon's Bar & Grill,433,Ashland Ave & Grace St,3857 N Southport Ave,60613.0,13003,Bar,13026.0,BBQ Joint,13068.0,American Restaurant,4.05
Bitter Pops,881,Ashland Ave & Grace St,3345 N Lincoln Ave,60657.0,13006,Beer Bar,13025.0,Wine Bar,13065.0,Restaurant,4.55
Metro,819,Ashland Ave & Grace St,3730 N Clark St,60613.0,10037,Concert Hall,10039.0,Music Venue,13003.0,Bar,4.4
Frasca Pizzeria & Wine Bar,843,Ashland Ave & Grace St,3358 N Paulina St,60657.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.4
Lucky Dorr,975,Ashland Ave & Grace St,1101 W Waveland Ave,60613.0,13003,Bar,,,,,4.4
Timber Lanes,722,Ashland Ave & Grace St,1851 W Irving Park Rd,60613.0,10006,Bowling Alley,13010.0,Dive Bar,,,4.05
Cork Lounge,649,Ashland Ave & Grace St,1822 W Addison St,60613.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,3.95
Big Star,970,Ashland Ave & Grace St,3640 N Clark St,60613.0,13006,Beer Bar,13009.0,Cocktail Bar,13306.0,Taco Restaurant,4.1
The Victor Bar,930,Ashland Ave & Grace St,4011 N Damen Ave,60618.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,4.05
GMan Tavern,812,Ashland Ave & Grace St,3740 N Clark St,60613.0,13007,Beer Garden,13010.0,Dive Bar,13026.0,BBQ Joint,3.95
The Globe Pub,848,Ashland Ave & Grace St,1934 W Irving Park Rd,60613.0,10032,Night Club,13022.0,Sports Bar,13068.0,American Restaurant,3.9
Kite String Cantina,744,Ashland Ave & Grace St,1851 W Addison St,60613.0,13006,Beer Bar,13009.0,Cocktail Bar,13303.0,Mexican Restaurant,3.85
D'Agostino's Pizza & Pub,567,Ashland Ave & Grace St,1351 W Addison St,60613.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,3.7
Martyrs,707,Ashland Ave & Grace St,3855 N Lincoln Ave,60613.0,10039,Music Venue,13003.0,Bar,13068.0,American Restaurant,3.75
Smart Bar,828,Ashland Ave & Grace St,3730 N Clark St,60613.0,10032,Night Club,13003.0,Bar,,,3.85
Rizzo's Bar & Inn,935,Ashland Ave & Grace St,3658 N Clark St,60613.0,13022,Sports Bar,13065.0,Restaurant,,,3.85
Finley Dunnes Tavern,716,Ashland Ave & Grace St,3458 N Lincoln Ave,60657.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,3.65
Bartoli's Pizzeria,910,Ashland Ave & Grace St,1955 W Addison St,60613.0,13064,Pizzeria,,,,,3.7
Bernie's Tap & Grill,889,Ashland Ave & Grace St,3664 N Clark St,60613.0,13022,Sports Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.55
The Smoke Daddy,998,Ashland Ave & Grace St,3636 N Clark St,60613.0,10039,Music Venue,13003.0,Bar,13026.0,BBQ Joint,3.5
Tai's Til 4,372,Ashland Ave & Grace St,3611 N Ashland Ave,60613.0,13016,Lounge,,,,,3.15
The Full Shilling,839,Ashland Ave & Grace St,3724 N Clark St,60613.0,13022,Sports Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.25
The Butcher’s Tap,578,Ashland Ave & Grace St,3553 N Southport Ave,60657.0,13022,Sports Bar,13068.0,American Restaurant,,,3.1
Trace,857,Ashland Ave & Grace St,3714 N Clark St,60613.0,10032,Night Club,13006.0,Beer Bar,13022.0,Sports Bar,3.2
Merryman Park,108,Ashland Ave & Grace St,3736 N Marshfield Ave,60613.0,16037,Playground,,,,,
Casey Moran's,916,Ashland Ave & Grace St,3660 N Clark St,60613.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,3.1
Green Park - Blaine School,283,Ashland Ave & Grace St,,60613.0,16037,Playground,,,,,
Juniper Park,284,Ashland Ave & Grace St,1501 W Waveland Ave,60613.0,16037,Playground,,,,,
Yak-Zies Bar & Grill,869,Ashland Ave & Grace St,3710 N Clark St,60613.0,13022,Sports Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.05
Present Place Chicago,440,Ashland Ave & Grace St,3701 N Ravenswood Ave,60613.0,16037,Playground,,,,,
Goldies Pub,673,Ashland Ave & Grace St,3839 N Lincoln Ave,60613.0,10039,Music Venue,13022.0,Sports Bar,13064.0,Pizzeria,2.9
Lakeview Taproom,499,Ashland Ave & Grace St,1426 W Irving Park Rd,60613.0,13006,Beer Bar,,,,,
The Chicago House of 'Za Vegan Pizzeria,504,Ashland Ave & Grace St,1416 W Irving Park Rd,60613.0,13064,Pizzeria,13236.0,Italian Restaurant,,,
Southport Strollerdor,510,Ashland Ave & Grace St,,60613.0,16019,Hiking Trail,,,,,
Dogaholics,533,Ashland Ave & Grace St,3608 N Southport Ave,60613.0,16033,Dog Park,,,,,
Lange's Lounge,718,Ashland Ave & Grace St,3500 N Southport Ave,60657.0,13010,Dive Bar,13016.0,Lounge,13065.0,Restaurant,2.85
The Gutter,552,Ashland Ave & Grace St,Irving Park,60613.0,16046,Scenic Lookout,,,,,
Park 544 Playground,635,Ashland Ave & Grace St,3550 N Lincoln Ave,60657.0,16037,Playground,,,,,
Filbert Playlot Park,658,Ashland Ave & Grace St,1822 W Larchmont Ave,60613.0,16037,Playground,,,,,
Inez Clarke Monument,698,Ashland Ave & Grace St,4001 N Clark St,60613.0,16026,Monument,,,,,
Sheil Park,715,Ashland Ave & Grace St,3505 N Southport Ave,60657.0,16037,Playground,,,,,
North Pond Nature Sanctuary,234,Clark St & Wrightwood Ave,2610 N Cannon Dr,60614.0,16032,Park,,,,,4.35
Kingston Mines,500,Clark St & Wrightwood Ave,2548 N Halsted St,60614.0,10032,Night Club,13003.0,Bar,13026.0,BBQ Joint,4.5
Renaldi's Pizza Pub,478,Clark St & Wrightwood Ave,2827 N Broadway St,60657.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.25
Lincoln Hall,678,Clark St & Wrightwood Ave,2424 N Lincoln Ave,60614.0,10039,Music Venue,13003.0,Bar,13065.0,Restaurant,4.55
Gaslight Bar & Grill,319,Clark St & Wrightwood Ave,2450 N Clark St,60614.0,13007,Beer Garden,13022.0,Sports Bar,13068.0,American Restaurant,4.0
Lincoln Park Conservatory,887,Clark St & Wrightwood Ave,2391 N Stockton Dr,60614.0,16017,Garden,,,,,4.65
Red Lion Pub,696,Clark St & Wrightwood Ave,2446 N Lincoln Ave,60614.0,13018,Pub,13057.0,Gastropub,,,4.3
Alfred Caldwell Lily Pool,896,Clark St & Wrightwood Ave,125 W Fullerton Pkwy,60614.0,16039,Urban Park,,,,,4.4
Lou Malnati's Pizzeria,864,Clark St & Wrightwood Ave,958 W Wrightwood Ave,60614.0,13064,Pizzeria,,,,,4.3
Cafecito,512,Clark St & Wrightwood Ave,411 W Fullerton Pkwy,60614.0,13009,Cocktail Bar,13097.0,Caribbean Restaurant,13135.0,Cuban Restaurant,3.95
Jonquil Park,961,Clark St & Wrightwood Ave,1023 W Wrightwood Ave,60614.0,16037,Playground,,,,,4.35
Dog Haus Biergarten,704,Clark St & Wrightwood Ave,2464 N Lincoln Ave,60614.0,13007,Beer Garden,13031.0,Burger Joint,13058.0,Hot Dog Joint,4.05
Diversey Harbor Park,775,Clark St & Wrightwood Ave,241W West Diversey Parkway,60657.0,16032,Park,,,,,4.1
Duke Of Perth,714,Clark St & Wrightwood Ave,2913 N Clark St,60657.0,13010,Dive Bar,13018.0,Pub,13051.0,Fish and Chips Shop,4.05
Parson's Chicken & Fish,563,Clark St & Wrightwood Ave,2439 N Halsted St,60614.0,13003,Bar,13055.0,Fried Chicken Joint,13068.0,American Restaurant,3.95
Bacino's Italian Grill,782,Clark St & Wrightwood Ave,248 W Diversey Pkwy,60657.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.1
Burwood Tap,373,Clark St & Wrightwood Ave,724 W Wrightwood Ave,60614.0,13003,Bar,13303.0,Mexican Restaurant,,,3.8
George Street Pub,749,Clark St & Wrightwood Ave,2858 N Halsted St,60657.0,13016,Lounge,13031.0,Burger Joint,13057.0,Gastropub,4.05
