name,distance,bikestop,local_address,postcode,category1,category1name,category2,category2name,category3,category3name,rating
Lou Malnati's Pizzeria,196,State St & Kinzie St,410 N Michigan Ave,60611.0,13064,Pizzeria,,,,,4.2
Hub 51,235,State St & Kinzie St,51 W Hubbard St,60654.0,13016,Lounge,13068.0,American Restaurant,13314.0,New American Restaurant,4.25
Parlor Pizza Bar,184,State St & Kinzie St,405 N Dearborn St,60654.0,13064,Pizzeria,,,,,4.15
Harry Caray's Italian Steakhouse,198,State St & Kinzie St,33 W Kinzie St,60654.0,13022,Sports Bar,13236.0,Italian Restaurant,13383.0,Steakhouse,4.15
The Northman Beer & Cider Garden Riverwalk,499,State St & Kinzie St,233 E Riverwalk,60601.0,13007,Beer Garden,13058.0,Hot Dog Joint,,,4.7
Three Dots and a Dash,312,State St & Kinzie St,435 N Clark St,60654.0,13009,Cocktail Bar,13023.0,Tiki Bar,13072.0,Asian Restaurant,4.2
Arbella,461,State St & Kinzie St,112 W Grand Ave,60654.0,13009,Cocktail Bar,13347.0,Tapas Restaurant,,,4.35
Flight Club Darts Chicago,430,State St & Kinzie St,111 W Wacker Dr,60601.0,10039,Music Venue,13009.0,Cocktail Bar,13338.0,Seafood Restaurant,4.3
Blue Chicago,462,State St & Kinzie St,536 N Clark St,60654.0,10032,Night Club,13003.0,Bar,13065.0,Restaurant,4.35
Quartino,454,State St & Kinzie St,626 N State St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,13347.0,Tapas Restaurant,4.35
Pizzeria Portofino,326,State St & Kinzie St,317 N Clark St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.15
Billy Goat Tavern,246,State St & Kinzie St,430 N Michigan Ave,60611.0,13003,Bar,,,,,4.0
Tiny Tapp & Cafe,348,State St & Kinzie St,55 W Riverwalk,60601.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.1
Volare,453,State St & Kinzie St,201 E Grand Ave,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.25
La Mez Agave Lounge,365,State St & Kinzie St,108 W Kinzie St,60654.0,13009,Cocktail Bar,13303.0,Mexican Restaurant,,,4.15
Giordano's,549,State St & Kinzie St,130 E Randolph St,60601.0,13064,Pizzeria,,,,,4.3
Gilt Bar,684,State St & Kinzie St,230 W Kinzie St,60654.0,13016,Lounge,13068.0,American Restaurant,13314.0,New American Restaurant,4.55
The Dearborn,589,State St & Kinzie St,145 N Dearborn St,60602.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,4.35
Celeste,377,State St & Kinzie St,111 W Hubbard St,60654.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,4.05
Lou Malnati's Pizzeria,585,State St & Kinzie St,439 N Wells St,60654.0,13064,Pizzeria,,,,,4.3
AceBounce,440,State St & Kinzie St,230 N Clark St,60601.0,13009,Cocktail Bar,13068.0,American Restaurant,,,4.1
Bar Cargo,663,State St & Kinzie St,605 N Wells St,60654.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,4.35
Cloud Gate,810,State St & Kinzie St,201 E Randolph St,60602.0,16007,Building / Structure,,,,,4.65
Etta,705,State St & Kinzie St,700 N Clark St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.4
Centennial Crafted Beer & Eatery,842,State St & Kinzie St,733 N La Salle Dr,60654.0,13006,Beer Bar,13068.0,American Restaurant,,,4.55
Giordano's,725,State St & Kinzie St,740 N Rush St,60611.0,13064,Pizzeria,,,,,4.35
Michael Jordan's Steak House,310,State St & Kinzie St,505 N Michigan Ave,60611.0,13003,Bar,13383.0,Steakhouse,,,3.9
Winter's Jazz Club,872,State St & Kinzie St,465 N McClurg Ct,60611.0,10040,Jazz and Blues Venue,13003.0,Bar,13065.0,Restaurant,4.45
Buona,895,State St & Kinzie St,613 N McClurg Court,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,13334.0,Sandwich Restaurant,4.5
Jake Melnick's Corner Tap,716,State St & Kinzie St,41 E Superior St,60611.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,4.25
The Park At Lakeshore East,855,State St & Kinzie St,411 E Benton Pl,60601.0,16037,Playground,,,,,4.4
The Franklin Room,908,State St & Kinzie St,675 N Franklin St,60654.0,13003,Bar,13065.0,Restaurant,,,4.5
Maggie Daley Park,993,State St & Kinzie St,337 E Randolph Dr,60601.0,16037,Playground,,,,,4.7
UNO Pizzeria & Grill,342,State St & Kinzie St,29 E Ohio St,60611.0,13064,Pizzeria,,,,,3.9
The Terrace at Trump,116,State St & Kinzie St,401 N Wabash Ave,60611.0,13016,Lounge,13068.0,American Restaurant,13342.0,Soup Restaurant,3.75
Crown Fountain,917,State St & Kinzie St,201 E Randolph St,60601.0,16007,Building / Structure,,,,,4.4
Labriola,397,State St & Kinzie St,535 N Michigan Ave,60611.0,13034,Café,13064.0,Pizzeria,13236.0,Italian Restaurant,3.9
Swissôtel Chicago Lobby Lounge,636,State St & Kinzie St,323 E Wacker Dr,60601.0,13013,Hotel Bar,13016.0,Lounge,,,4.05
Highline Bar + Lounge,548,State St & Kinzie St,169 W Kinzie St,60654.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,4.0
Gino's East,785,State St & Kinzie St,162 E Superior St,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.15
Clark Street Ale House,816,State St & Kinzie St,742 N Clark St,60654.0,13007,Beer Garden,13022.0,Sports Bar,13065.0,Restaurant,4.15
Barstool River North,131,State St & Kinzie St,14 W Hubbard St,60654.0,13022,Sports Bar,,,,,3.6
Ohio Street Beach Yoga,1204,State St & Kinzie St,Ohio Street Beach,60611.0,16003,Beach,,,,,4.3
Gordon Ramsay Burger,463,State St & Kinzie St,2 E Ontario St,60611.0,13025,Wine Bar,13031.0,Burger Joint,,,3.8
The Sky Box,863,Pulaski Rd & Congress Pkwy,3601 W Harrison St,60624.0,13022,Sports Bar,13065.0,Restaurant,,,3.8
The Skybox,870,Pulaski Rd & Congress Pkwy,3601 W Harrison St,60624.0,13016,Lounge,13022.0,Sports Bar,,,3.45
Sacks Field,577,Pulaski Rd & Congress Pkwy,3780 W Jackson Blvd,60624.0,16032,Park,,,,,
Violet Park,622,Pulaski Rd & Congress Pkwy,4120 W Taylor St,60624.0,16032,Park,,,,,
Luigi's Pizza,837,Pulaski Rd & Congress Pkwy,4212 W Madison St,60624.0,13064,Pizzeria,,,,,
Independence Boulevard,893,Pulaski Rd & Congress Pkwy,,60624.0,16006,Bridge,,,,,
Garfield Park Bike Polo Courts,894,Pulaski Rd & Congress Pkwy,,60624.0,16032,Park,,,,,
Brick Sports Bar & Grill,706,Pulaski Rd & Congress Pkwy,4123 W Madison St,60624.0,10032,Night Club,13003.0,Bar,,,
Alis Pizza & Gyros,788,Pulaski Rd & Congress Pkwy,414 S Kostner Ave,60624.0,13064,Pizzeria,13177.0,Greek Restaurant,,,
Midwest Athletic Club,844,Pulaski Rd & Congress Pkwy,6 N Hamlin Blvd,60624.0,16026,Monument,,,,,
ABC Monuments,983,Pulaski Rd & Congress Pkwy,4460 W Lexington St,60624.0,16026,Monument,,,,,
Murray Park,520,Damen Ave & 74th St,1743 W 73rd St,60636.0,16032,Park,,,,,
New Attitude,803,Damen Ave & 74th St,7400 S Ashland Ave,60636.0,13016,Lounge,,,,,
Johnny's Food Market,925,Damen Ave & 74th St,7158 S Ashland Ave,60636.0,13025,Wine Bar,,,,,
Rainbow Super Saver,975,Damen Ave & 74th St,7100 S Ashland Ave,60636.0,13025,Wine Bar,13065.0,Restaurant,,,
Rainbow Carry Out,1004,Damen Ave & 74th St,7100 S Ashland Ave,60636.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,
Northerly Island,527,Burnham Harbor,1400 S Lynn White Dr,60605.0,16037,Playground,,,,,4.45
Chicago Women's Park & Gardens,686,Burnham Harbor,1801 S Indiana Ave,60616.0,16037,Playground,,,,,4.2
"Willie Dixon's Blues Heaven Foundation, Historic Site of Chess Records",942,Burnham Harbor,2120 S Michigan Ave,60616.0,16020,Historic and Protected Site,,,,,4.2
Fred Anderson Park,963,Burnham Harbor,1611 S Wabash Ave,60616.0,16032,Park,,,,,4.2
Weather Mark Tavern,978,Burnham Harbor,1503 S Michigan Ave,60605.0,13022,Sports Bar,13068.0,American Restaurant,13314.0,New American Restaurant,4.05
12th Street Beach,863,Burnham Harbor,1200 S Linn White Dr,60605.0,16003,Beach,,,,,3.95
Pizano's Pizza & Pasta,797,Burnham Harbor,2106 S Indiana Ave,60616.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,3.9
Fatpour Tap Works,890,Burnham Harbor,2206 S Indiana Ave,60616.0,13022,Sports Bar,13064.0,Pizzeria,,,3.8
The Bureau Bar,916,Burnham Harbor,75 E 16th St,60616.0,13009,Cocktail Bar,13016.0,Lounge,,,3.65
Keith House Chicago,595,Burnham Harbor,1900 S Prairie Ave,60616.0,16026,Monument,,,,,3.55
Kosciuszko Statue,992,Burnham Harbor,,60618.0,16026,Monument,,,,,3.65
Del Campo Tacos,943,Burnham Harbor,1300 S Lynn White Dr,60605.0,13058,Hot Dog Joint,13064.0,Pizzeria,13303.0,Mexican Restaurant,3.35
The Hill,100,Burnham Harbor,,60605.0,16000,Landmarks and Outdoors,,,,,
Burnham Harbor R Dock,117,Burnham Harbor,,60605.0,16018,Harbor / Marina,,,,,
Arc Bar,751,Burnham Harbor,2233 S King Dr,60616.0,13003,Bar,13068.0,American Restaurant,,,3.1
Burnham Harbor Q Dock,189,Burnham Harbor,Burnham Harbor,60605.0,16018,Harbor / Marina,,,,,
18th Street Bridge,369,Burnham Harbor,18TH St,60616.0,16006,Bridge,,,,,
Burnham Harbor N Dock,372,Burnham Harbor,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
George Halas Statue,424,Burnham Harbor,,60605.0,16026,Monument,,,,,
Walter Payton Statue,435,Burnham Harbor,,60605.0,16026,Monument,,,,,
Connie's Pizza,576,Burnham Harbor,2301 S Lake Shore Dr,60616.0,13064,Pizzeria,13145.0,Fast Food Restaurant,13236.0,Italian Restaurant,2.85
Balbo Monument,445,Burnham Harbor,1400 S Museum Campus Dr,60605.0,16026,Monument,,,,,
Gypsy Spirit - Burnham Harbor,449,Burnham Harbor,,60605.0,16018,Harbor / Marina,,,,,
M/X,738,Burnham Harbor,2233 S King Dr,60616.0,13013,Hotel Bar,13031.0,Burger Joint,13068.0,American Restaurant,2.9
The Mak Mania,579,Burnham Harbor,350 E Cermak Rd,60616.0,16045,Roof Deck,,,,,
Prairie Avenue Historic District Emergency Electrician,596,Burnham Harbor,1839 S Michigan Ave,60616.0,16020,Historic and Protected Site,,,,,
Burnham Harbor F Dock,596,Burnham Harbor,,60605.0,16018,Harbor / Marina,,,,,
Prairie District Park,616,Burnham Harbor,,60616.0,16032,Park,,,,,
Burnham Park,631,Burnham Harbor,425 E McFetridge Dr,60605.0,16032,Park,,,,,
21St & Prairie Pocket Park,658,Burnham Harbor,,60616.0,16037,Playground,,,,,
South Loop Community Center,685,Burnham Harbor,,60616.0,16037,Playground,,,,,
Tini's Tavern,736,Burnham Harbor,1716 S Indiana Ave,60616.0,13018,Pub,,,,,
Loft 9 One 9,750,Burnham Harbor,1515 S Prairie Ave,60605.0,13016,Lounge,,,,,
Bicycle Station Lofts Gardens,773,Burnham Harbor,1632 S Indiana Ave,60616.0,16017,Garden,,,,,
Children's Garden,815,Burnham Harbor,,60605.0,16037,Playground,,,,,
Firefighters' Memorial Park,816,Burnham Harbor,2301 S Lake Shore Dr,60616.0,16026,Monument,,,,,
Indiana & 16th Dog Park,839,Burnham Harbor,S Indiana Ave,60605.0,16032,Park,,,,,
Chicago Police Memorial Foundation,846,Burnham Harbor,1420 S Museum Campus Dr,60605.0,16026,Monument,,,,,
Meadco,848,Burnham Harbor,Lakefront Trail,60605.0,16018,Harbor / Marina,,,,,
Mark Twain Park,917,Burnham Harbor,McCormick Place Busway,60605.0,16037,Playground,,,,,
Kids Wonderland,922,Burnham Harbor,2028 S Michigan Ave,60616.0,16037,Playground,,,,,
16th Street Bar & Lounge,932,Burnham Harbor,75 E 16th St,60616.0,13009,Cocktail Bar,,,,,
16th Street Bar,933,Burnham Harbor,75 E 16th St,60616.0,13009,Cocktail Bar,13016.0,Lounge,13032.0,"Cafes, Coffee, and Tea Houses",
Burnham Harbor Dock EA,937,Burnham Harbor,,60605.0,16018,Harbor / Marina,,,,,
McCormick Bird Sanctuary,946,Burnham Harbor,,60605.0,16000,Landmarks and Outdoors,,,,,
Cermack & Prairie,955,Burnham Harbor,,60616.0,16030,Other Great Outdoors,,,,,
Anderson Dog Park,975,Burnham Harbor,1611 S Wabash Ave,60616.0,16033,Dog Park,,,,,
Loft 2239,1000,Burnham Harbor,2239 S Michigan Ave,60616.0,10032,Night Club,13016.0,Lounge,,,
Chicago Firefighter And paramedic Memorial Park,1059,Burnham Harbor,,60605.0,16017,Garden,,,,,
Explorer Charters,368,Burnham Harbor,24 E Ida B Wells Dr,60605.0,16032,Park,,,,,
Talya's Liquor Den,391,Public Rack - Lorel Ave & Chicago Ave,641 SN Pine Ave,60644.0,13003,Bar,,,,,
Davis Park,795,Public Rack - Lorel Ave & Chicago Ave,5427 W Division St,60651.0,16032,Park,,,,,
Levin Park,823,Public Rack - Lorel Ave & Chicago Ave,5458 W Kinzie Parkway,60644.0,16032,Park,,,,,
Barney's Pizza,622,Public Rack - Lorel Ave & Chicago Ave,5648 W Chicago Ave,60651.0,13064,Pizzeria,,,,,2.6
Kinzie Parkway Park,876,Public Rack - Lorel Ave & Chicago Ave,5200 W Kinzie St,60644.0,16032,Park,,,,,
Austin Town Hall Park,895,Public Rack - Lorel Ave & Chicago Ave,5610 W Lake St,60644.0,16037,Playground,,,,,
City Heat,955,Public Rack - Lorel Ave & Chicago Ave,5120 W Division St,60651.0,10000,Arts and Entertainment,13003.0,Bar,13026.0,BBQ Joint,
C & D BBQ,956,Public Rack - Lorel Ave & Chicago Ave,5604 W Division St,60651.0,13026,BBQ Joint,13064.0,Pizzeria,,,
B and V Lounge,875,Public Rack - Lorel Ave & Chicago Ave,5206 W Division St,60651.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,
Chicago Park District Levin,898,Public Rack - Lorel Ave & Chicago Ave,5458 W Lake St,60644.0,16037,Playground,,,,,
Papa Charles Restaurant,954,Public Rack - Lorel Ave & Chicago Ave,1206 N Central Ave,60651.0,13064,Pizzeria,13236.0,Italian Restaurant,,,
Bialystok's,22,Public Rack - Lawndale Ave & Diversey Ave,3653 W Diversey Ave,60647.0,13003,Bar,,,,,4.0
Central Park Bar,354,Public Rack - Lawndale Ave & Diversey Ave,2924 N Central Park Ave,60618.0,13003,Bar,,,,,4.3
Kosciuszko Park,333,Public Rack - Lawndale Ave & Diversey Ave,2732 N Avers Ave,60647.0,16037,Playground,,,,,4.05
Sleeping Village,862,Public Rack - Lawndale Ave & Diversey Ave,3734 W Belmont Ave,60618.0,10039,Music Venue,13006.0,Beer Bar,13065.0,Restaurant,4.55
Unity Playlot Park,650,Public Rack - Lawndale Ave & Diversey Ave,2636 N Kimball Ave,60647.0,16032,Park,,,,,4.2
Mother's Ruin,432,Public Rack - Lawndale Ave & Diversey Ave,2943 N Milwaukee Ave,60618.0,13009,Cocktail Bar,,,,,4.0
Avondale Bowl,668,Public Rack - Lawndale Ave & Diversey Ave,3118 N Milwaukee Ave,60618.0,10006,Bowling Alley,13016.0,Lounge,,,4.15
Logan Square - IL Centennial Monument,1082,Public Rack - Lawndale Ave & Diversey Ave,2600 N Kedzie Ave,60647.0,16041,Plaza,,,,,4.25
Historic Logan Square,1130,Public Rack - Lawndale Ave & Diversey Ave,,60647.0,16000,Landmarks and Outdoors,,,,,4.2
The Walk In Chicago,767,Public Rack - Lawndale Ave & Diversey Ave,2727 N Milwaukee Ave,60647.0,13009,Cocktail Bar,13016.0,Lounge,,,3.95
Park + Field,922,Public Rack - Lawndale Ave & Diversey Ave,3509 W Fullerton Ave,60647.0,13022,Sports Bar,13068.0,American Restaurant,13347.0,Tapas Restaurant,4.05
The Old Plank,814,Public Rack - Lawndale Ave & Diversey Ave,2700 N Milwaukee Ave,60647.0,13022,Sports Bar,13306.0,Taco Restaurant,13307.0,Tex-Mex Restaurant,3.9
The Double: An Urban Tavern,856,Public Rack - Lawndale Ave & Diversey Ave,3545 W Fullerton Ave,60647.0,13006,Beer Bar,13009.0,Cocktail Bar,13068.0,American Restaurant,3.9
Late Bar,884,Public Rack - Lawndale Ave & Diversey Ave,3534 W Belmont Ave,60618.0,10032,Night Club,13009.0,Cocktail Bar,,,3.8
The Harding Tavern,738,Public Rack - Lawndale Ave & Diversey Ave,2732 N Milwaukee Ave,60647.0,13006,Beer Bar,13018.0,Pub,13068.0,American Restaurant,3.6
Avondale Tap,845,Public Rack - Lawndale Ave & Diversey Ave,3634 W Belmont Ave,60618.0,13016,Lounge,13068.0,American Restaurant,,,3.55
SABA Italian Bar + Kitchen,806,Public Rack - Lawndale Ave & Diversey Ave,2715 N Milwaukee Ave,60647.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,3.5
Edelweiss Tavern,880,Public Rack - Lawndale Ave & Diversey Ave,3808 W Belmont Ave,60618.0,13015,Karaoke Bar,13022.0,Sports Bar,13065.0,Restaurant,3.4
Alice's Lounge,854,Public Rack - Lawndale Ave & Diversey Ave,3556 W Belmont Ave,60618.0,10032,Night Club,13015.0,Karaoke Bar,13016.0,Lounge,3.35
Hooters,825,Public Rack - Lawndale Ave & Diversey Ave,4059 W Diversey Ave,60639.0,13022,Sports Bar,13068.0,American Restaurant,,,3.35
Giordano's,493,Public Rack - Lawndale Ave & Diversey Ave,2855 N Milwaukee Ave,60618.0,13064,Pizzeria,,,,,3.15
The Burlington,940,Public Rack - Lawndale Ave & Diversey Ave,3425 W Fullerton Ave,60647.0,10032,Night Club,13010.0,Dive Bar,,,3.3
Pizza Hut,833,Public Rack - Lawndale Ave & Diversey Ave,3045 N Pulaski Rd,60641.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.25
Moe's Tavern,400,Public Rack - Lawndale Ave & Diversey Ave,2937 N Milwaukee Ave,60618.0,10039,Music Venue,13010.0,Dive Bar,13065.0,Restaurant,2.9
Little Clown Pizza,198,Public Rack - Lawndale Ave & Diversey Ave,2801 N Central Park Ave,60618.0,13064,Pizzeria,,,,,
Podlasie Club,326,Public Rack - Lawndale Ave & Diversey Ave,2918 N Central Park Ave,60618.0,13003,Bar,13303.0,Mexican Restaurant,,,
West of the Square,328,Public Rack - Lawndale Ave & Diversey Ave,,60647.0,16030,Other Great Outdoors,,,,,
Festa Pizza,869,Public Rack - Lawndale Ave & Diversey Ave,3525 W Fullerton Ave,60647.0,13064,Pizzeria,,,,,3.05
Mr. ZJ's,356,Public Rack - Lawndale Ave & Diversey Ave,2924 N Central Park Ave,60618.0,13010,Dive Bar,,,,,
Moe's Tavern,427,Public Rack - Lawndale Ave & Diversey Ave,2937 N Milwaukee Ave,60618.0,13010,Dive Bar,,,,,
El Ranchito Restaurant,538,Public Rack - Lawndale Ave & Diversey Ave,2829 N Milwaukee Ave,60618.0,13064,Pizzeria,13303.0,Mexican Restaurant,,,2.75
Di Vita's Restaurant,824,Public Rack - Lawndale Ave & Diversey Ave,3753 W Belmont Ave,60618.0,13064,Pizzeria,13236.0,Italian Restaurant,,,2.9
Woodard Plaza,572,Public Rack - Lawndale Ave & Diversey Ave,,60618.0,16000,Landmarks and Outdoors,,,,,
Firefighters Memorial Park,592,Public Rack - Lawndale Ave & Diversey Ave,N Milwaukee Ave,60618.0,16032,Park,,,,,
Laying Pipe,593,Public Rack - Lawndale Ave & Diversey Ave,,60647.0,16000,Landmarks and Outdoors,,,,,
Bristol Lounge,611,Public Rack - Lawndale Ave & Diversey Ave,3084 N Milwaukee Ave,60618.0,13009,Cocktail Bar,13010.0,Dive Bar,13324.0,Polish Restaurant,
Il Portico,756,Public Rack - Lawndale Ave & Diversey Ave,3302 W Wrightwood Ave,60647.0,16046,Scenic Lookout,,,,,
Vacant Lot,766,Public Rack - Lawndale Ave & Diversey Ave,2516 N Kimball Ave,60647.0,16030,Other Great Outdoors,,,,,
Vito & Angelo's Pizzeria & Restaurant,767,Public Rack - Lawndale Ave & Diversey Ave,3644 W Fullerton Ave,60647.0,13064,Pizzeria,13236.0,Italian Restaurant,,,
Surge Billiards,771,Public Rack - Lawndale Ave & Diversey Ave,3716 W Fullerton Ave,60647.0,10045,Pool Hall,13009.0,Cocktail Bar,13065.0,Restaurant,
Club Sandwich,808,Public Rack - Lawndale Ave & Diversey Ave,N Spaulding Ave,60647.0,10032,Night Club,13016.0,Lounge,,,
The Lounge at The Logan Theatre,884,Public Rack - Lawndale Ave & Diversey Ave,2646 N Milwaukee Ave,60647.0,13016,Lounge,,,,,
Acapulco Night Club,941,Public Rack - Lawndale Ave & Diversey Ave,3433 W Fullerton Ave,60647.0,10032,Night Club,13009.0,Cocktail Bar,,,
Shady Pines Recreational Center,975,Public Rack - Lawndale Ave & Diversey Ave,3963 W Belmont Ave,60618.0,13021,Speakeasy,,,,,
Paseo Prairie Garden,990,Public Rack - Lawndale Ave & Diversey Ave,2614 N Kedzie Ave,60647.0,16032,Park,,,,,
Bialystok Pub,24,Public Rack - Lawndale Ave & Diversey Ave,3653 W Diversey Ave,60647.0,13015,Karaoke Bar,13022.0,Sports Bar,13303.0,Mexican Restaurant,
Vidalia Chicago,544,Public Rack - Lawndale Ave & Diversey Ave,2821 N Milwaukee Ave,60618.0,13064,Pizzeria,13334.0,Sandwich Restaurant,,,
Fireman's Park,563,Public Rack - Lawndale Ave & Diversey Ave,N Kimball Ave,60618.0,16032,Park,,,,,
The Walk In,767,Public Rack - Lawndale Ave & Diversey Ave,2727 N Milwaukee Ave,60647.0,13003,Bar,13065.0,Restaurant,,,
The Avondale Bar + Kitchen,859,Public Rack - Lawndale Ave & Diversey Ave,3634 W Belmont Ave,60618.0,13022,Sports Bar,13068.0,American Restaurant,,,
Marquette Park,802,Public Rack - Kedzie Ave & 63rd St,6743 S Kedzie Ave,60629.0,16032,Park,,,,,3.35
Little Caesars Pizza,565,Public Rack - Kedzie Ave & 63rd St,2906 W 63rd St,60629.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.1
6511 Club,441,Public Rack - Kedzie Ave & 63rd St,6511 S Kedzie Ave,60629.0,13010,Dive Bar,13016.0,Lounge,,,
Papa T's Pizza and Ribs,648,Public Rack - Kedzie Ave & 63rd St,2843 W 63rd St,60629.0,13064,Pizzeria,,,,,
De Arco's Pizza,726,Public Rack - Kedzie Ave & 63rd St,2819 W 63rd St,60629.0,13064,Pizzeria,,,,,
Geneo's Pizza,912,Public Rack - Kedzie Ave & 63rd St,2945 W 59th St,60629.0,13064,Pizzeria,,,,,
La Ruta 66,562,Public Rack - Kedzie Ave & 63rd St,6553 S Kedzie Ave,60629.0,10032,Night Club,13003.0,Bar,,,
Naple’s Pizza,727,Public Rack - Kedzie Ave & 63rd St,2819 W 63rd St,60629.0,13031,Burger Joint,13064.0,Pizzeria,13334.0,Sandwich Restaurant,
Chicago Park District Fieldhouse,821,Public Rack - Kedzie Ave & 63rd St,6700 S Kedzie Ave,60629.0,16037,Playground,,,,,
MLK Living Memorial,844,Public Rack - Kedzie Ave & 63rd St,2747 W 63rd St,60629.0,16026,Monument,,,,,
Marquette Park,905,Public Rack - Kedzie Ave & 63rd St,6700 S Kedzie Ave,60629.0,16032,Park,,,,,
Marquette Park,592,Public Rack - Kedzie Ave & 64th St - SE,6743 S Kedzie Ave,60629.0,16032,Park,,,,,3.35
Little Caesars Pizza,613,Public Rack - Kedzie Ave & 64th St - SE,2906 W 63rd St,60629.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.1
6511 Club,230,Public Rack - Kedzie Ave & 64th St - SE,6511 S Kedzie Ave,60629.0,13010,Dive Bar,13016.0,Lounge,,,
Papa T's Pizza and Ribs,676,Public Rack - Kedzie Ave & 64th St - SE,2843 W 63rd St,60629.0,13064,Pizzeria,,,,,
De Arco's Pizza,748,Public Rack - Kedzie Ave & 64th St - SE,2819 W 63rd St,60629.0,13064,Pizzeria,,,,,
La Ruta 66,351,Public Rack - Kedzie Ave & 64th St - SE,6553 S Kedzie Ave,60629.0,10032,Night Club,13003.0,Bar,,,
Chicago Park District Fieldhouse,610,Public Rack - Kedzie Ave & 64th St - SE,6700 S Kedzie Ave,60629.0,16037,Playground,,,,,
Marquette Park,696,Public Rack - Kedzie Ave & 64th St - SE,6700 S Kedzie Ave,60629.0,16032,Park,,,,,
Naple’s Pizza,748,Public Rack - Kedzie Ave & 64th St - SE,2819 W 63rd St,60629.0,13031,Burger Joint,13064.0,Pizzeria,13334.0,Sandwich Restaurant,
MLK Living Memorial,860,Public Rack - Kedzie Ave & 64th St - SE,2747 W 63rd St,60629.0,16026,Monument,,,,,
South Chicago Peoples Park,441,Public Rack - Houston Ave & 91st St,9100 S Buffalo Ave,60617.0,16032,Park,,,,,
Loncars,456,Public Rack - Houston Ave & 91st St,3201 E 92nd St,60617.0,13003,Bar,13057.0,Gastropub,,,
Bessemer Park,597,Public Rack - Houston Ave & 91st St,8930 S Muskegon Ave,60617.0,16037,Playground,,,,,
Schafer Park,850,Public Rack - Houston Ave & 91st St,8900 S Lake Shore Drive,60617.0,16032,Park,,,,,
De Arcos Pizza,920,Public Rack - Houston Ave & 91st St,2832 E 87th St,60617.0,13064,Pizzeria,,,,,
Kindra Marine Terminal,724,Public Rack - Houston Ave & 91st St,9864 S Avenue N,60617.0,16018,Harbor / Marina,,,,,
Abram Gale,38,Public Rack - Neva Ave & Grand Ave,2366 N Neva Ave,60707.0,13009,Cocktail Bar,13016.0,Lounge,13022.0,Sports Bar,3.6
Celtic Corner,887,Public Rack - Neva Ave & Grand Ave,7300 W Diversey Ave,60707.0,13010,Dive Bar,13065.0,Restaurant,,,3.85
Rutherford Sayre Park,700,Public Rack - Neva Ave & Grand Ave,6871 W Belden Ave,60707.0,16037,Playground,,,,,3.4
Bistro Grand,35,Public Rack - Neva Ave & Grand Ave,2362 N Neva Ave,60707.0,13022,Sports Bar,13072.0,Asian Restaurant,13136.0,Czech Restaurant,
Evas,58,Public Rack - Neva Ave & Grand Ave,7171 W Grand Ave,60707.0,13003,Bar,,,,,
Phil's Sports Bar,643,Public Rack - Neva Ave & Grand Ave,2044 N Harlem Ave,60707.0,13022,Sports Bar,13065.0,Restaurant,,,3.05
Cafe #10 Bar & Grill,479,Public Rack - Neva Ave & Grand Ave,2625 N Harlem Ave,60707.0,13003,Bar,13064.0,Pizzeria,13068.0,American Restaurant,
Question Mark,512,Public Rack - Neva Ave & Grand Ave,6918 W Grand Ave,60707.0,10045,Pool Hall,13010.0,Dive Bar,,,
On The Rocks,601,Public Rack - Neva Ave & Grand Ave,2104 N Harlem Ave,60707.0,13022,Sports Bar,13026.0,BBQ Joint,,,
Sayre Park Playground,646,Public Rack - Neva Ave & Grand Ave,6849 W Belden Ave,60707.0,16037,Playground,,,,,
Rutherford Sayre Natural Area,744,Public Rack - Neva Ave & Grand Ave,,60707.0,16030,Other Great Outdoors,,,,,
Sorrento Pizza,751,Public Rack - Neva Ave & Grand Ave,2743 N Harlem Ave,60707.0,13064,Pizzeria,13236.0,Italian Restaurant,,,
Central Park,764,Public Rack - Neva Ave & Grand Ave,2430 N 75th Ct,60707.0,16032,Park,,,,,
Giovanni's Pizza,875,Public Rack - Neva Ave & Grand Ave,7004 W Diversey Ave,60707.0,13064,Pizzeria,,,,,
